,city,train_len,train_RMSE,test_RMSE,class
0,Zuerich_Stampfenbachstrasse,24.0,6.85665854758062,9.545469097656921,low traffic
0,Opfikon_Balsberg,3.0,4.714889604077031,17.47858536511777,high traffic
0,StGallen_Blumenbergplatz,3.0,5.9016572829714,27.20673451408323,low traffic
0,StGallen_Stuelegg,3.0,2.2048383011901254,5.967939653105094,no traffic
0,Zuerich_Schimmelstrasse,3.0,4.445437786752605,11.019245639307188,low traffic
0,Zuerich_Stampfenbachstrasse,3.0,4.355423267185554,9.673857863323862,low traffic
0,Opfikon_Balsberg,6.0,3.922337458760401,8.666055480331394,high traffic
0,StGallen_Blumenbergplatz,6.0,4.766693755246818,22.108514042049013,low traffic
0,StGallen_Stuelegg,6.0,1.3035336431647904,5.23181071435879,no traffic
0,Zuerich_Schimmelstrasse,6.0,5.209331323387578,14.18444439764108,low traffic
0,Zuerich_Stampfenbachstrasse,6.0,4.750857593529535,8.570469382615832,low traffic
0,Opfikon_Balsberg,9.0,4.926287493656796,9.721742137297861,high traffic
0,StGallen_Blumenbergplatz,9.0,5.118502810177612,18.676041548236412,low traffic
0,StGallen_Stuelegg,9.0,1.7582289013550207,7.855432374098264,no traffic
0,Zuerich_Schimmelstrasse,9.0,6.016286182540675,9.750058461429262,low traffic
0,Zuerich_Stampfenbachstrasse,9.0,5.722858257315342,12.710000254467566,low traffic
0,Opfikon_Balsberg,12.0,6.897839493405008,7.1220417332435,high traffic
0,StGallen_Blumenbergplatz,12.0,8.119137766450054,10.761369900229916,low traffic
0,StGallen_Stuelegg,12.0,2.4888568873560737,3.8930216838919502,no traffic
0,Zuerich_Schimmelstrasse,12.0,6.611356312746433,9.227136859173926,low traffic
0,Zuerich_Stampfenbachstrasse,12.0,6.347453188894063,9.439549596015484,low traffic
0,Opfikon_Balsberg,18.0,6.526240262212107,6.994936888554183,high traffic
0,StGallen_Blumenbergplatz,18.0,7.844188672588748,10.722549218255931,low traffic
0,StGallen_Stuelegg,18.0,2.460295497204807,3.9810880093963483,no traffic
0,Zuerich_Schimmelstrasse,18.0,6.651287440947118,9.032280777594101,low traffic
0,Zuerich_Stampfenbachstrasse,18.0,6.440011088019164,9.560948101174407,low traffic
0,Opfikon_Balsberg,24.0,7.005357437967241,8.409678051895877,high traffic
0,StGallen_Blumenbergplatz,24.0,7.737923473831003,10.645720941396467,low traffic
0,StGallen_Stuelegg,24.0,2.863826097182667,2.6929481293552997,no traffic
0,Zuerich_Schimmelstrasse,24.0,6.993701237759837,9.796824200742735,low traffic
0,Zuerich_Stampfenbachstrasse,24.0,6.704624114873784,9.496676498981003,low traffic
